master_run_number,chirp_rate,fraction,CA+_mean,CA+_std_dev,CA+_percentile_0,CA+_percentile_10,CA+_percentile_20,CA+_percentile_30,CA+_percentile_40,CA+_percentile_50,CA+_percentile_60,CA+_percentile_70,CA+_percentile_80,CA+_percentile_90,CA+_percentile_100,CA-_mean,CA-_std_dev,CA-_percentile_0,CA-_percentile_10,CA-_percentile_20,CA-_percentile_30,CA-_percentile_40,CA-_percentile_50,CA-_percentile_60,CA-_percentile_70,CA-_percentile_80,CA-_percentile_90,CA-_percentile_100
15795,-25.09263,0.5468674093880844,3569.862705882353,2036.3733794572374,-3844.0,998.0,1891.0,2513.0,3039.0,3544.0,4049.0,4583.0,5225.0,6163.0,12993.0,393.95423529411767,641.4807460498332,-22748.0,292.0,325.0,345.0,365.0,385.0,402.0,418.0,442.0,479.0,32767.0
15795,-25.09466,0.5996692639096262,4270.802941176471,1998.754124858385,-4022.0,1732.6000000000004,2590.0,3229.0,3770.0,4255.0,4752.0,5286.0,5908.0,6785.0,12573.0,389.8204705882353,619.9305585436559,4.0,284.0,316.0,341.0,357.0,377.0,394.0,414.0,438.0,471.0,32767.0
15795,-25.09109,0.5373222504393715,4282.95197640118,2053.5950537468143,-3517.0,1664.6000000000004,2566.0,3196.0,3754.0,4279.0,4789.0,5342.0,5973.0,6923.0,12597.0,391.8396460176991,629.224318474077,-16373.0,288.0,320.0,341.0,361.0,381.0,398.0,418.0,442.0,475.0,32767.0
15795,-25.090670000000003,0.6058086719897312,4727.033529411765,1993.0293812197528,-3187.0,2191.0,3073.0,3684.0,4238.0,4731.0,5212.0,5746.0,6361.0,7250.0,12944.0,390.6385882352941,704.1719747119815,-18221.0,284.0,317.0,337.0,357.0,378.0,394.0,414.0,439.0,471.0,32767.0
15795,-25.09242,0.430495214563324,4527.310206489676,2025.490670018602,-2847.0,1965.0,2830.0,3459.7999999999993,4011.0,4529.0,5042.0,5564.0,6199.0,7080.0,12803.0,381.138407079646,672.4765880626983,-32767.0,276.0,308.0,333.0,353.0,369.0,390.0,406.0,430.0,463.0,32767.0
15795,-25.095080000000003,0.5193344019948424,5036.734529411765,2002.9647719279014,-2172.0,2514.6000000000004,3376.0,3995.0,4533.0,5032.0,5507.0,6037.0,6672.0,7550.0,14020.0,386.9590588235294,667.6749890700582,-9493.0,280.0,313.0,337.0,353.0,373.0,390.0,410.0,434.0,467.0,32767.0
15795,-25.0941,0.587110118051465,3844.4115294117646,2010.322951359107,-3559.0,1265.0,2163.0,2798.0,3332.0,3837.0,4331.0,4881.0,5511.0,6413.0,12681.0,381.0569411764706,639.2143657224373,-21721.0,276.0,313.0,333.0,353.0,369.0,390.0,406.0,430.0,463.0,32767.0
15795,-25.09375,0.6119176030428304,4050.958176470588,2018.258730007328,-3842.0,1504.0,2361.0,3004.0,3522.0,4031.0,4533.0,5072.199999999997,5706.800000000003,6599.0,13438.0,378.00017647058826,648.2589406837668,-25075.0,276.0,308.0,329.0,349.0,369.0,386.0,406.0,426.0,459.0,32767.0
15795,-25.09319,0.5376751716890272,3955.1503529411766,1991.2465403196989,-3321.0,1435.0,2288.0,2927.0,3461.0,3950.0,4444.0,4982.0,5584.0,6470.4000000000015,12055.0,383.977,671.2308613114286,-32767.0,280.0,313.0,333.0,353.0,373.0,390.0,410.0,434.0,467.0,32767.0
15795,-25.09256,0.4238401245733998,4284.508764705883,2026.407453115199,-2730.0,1730.0,2620.0,3243.0,3760.0,4258.0,4767.0,5301.0,5928.0,6878.4000000000015,13615.0,382.2575294117647,710.3450079129419,-32767.0,276.0,308.0,333.0,353.0,369.0,390.0,410.0,430.0,463.0,32767.0
15795,-25.09291,0.4310549036179221,4696.289235294118,2079.9168383379583,-2568.0,2046.0,2943.0,3603.0,4169.0,4695.0,5216.0,5766.0,6397.800000000003,7323.0,13672.0,381.814,691.4563233141041,-24855.0,276.0,308.0,333.0,349.0,369.0,386.0,406.0,430.0,463.0,32767.0
15795,-25.094800000000003,0.5999221537871623,4236.260294117647,1993.306579400737,-2851.0,1698.0,2592.0,3206.0,3736.0,4217.0,4719.0,5228.0,5839.0,6773.0,12621.0,384.0954705882353,640.0230741268463,-11842.0,280.0,313.0,333.0,353.0,373.0,390.0,410.0,430.0,463.0,32767.0
15795,-25.09165,0.4476988793003848,4155.949203539823,2017.7343562971716,-3090.0,1580.6000000000004,2482.0,3101.0,3639.0,4149.0,4666.0,5196.0,5799.0,6729.0,13288.0,378.37982300884954,712.2396871550129,-32767.0,276.0,308.0,333.0,353.0,369.0,390.0,406.0,430.0,463.0,32767.0
15795,-25.09053,0.5968424242174354,4315.462890855457,2000.4629350386922,-4768.0,1766.6000000000004,2652.0,3293.7999999999993,3813.0,4294.0,4783.0,5338.0,5968.0,6842.0,12131.0,380.0090265486726,668.5977398082,-31550.0,276.0,308.0,333.0,349.0,369.0,386.0,406.0,430.0,463.0,32767.0
15795,-25.09361,0.5570263228886962,4265.818289085546,1992.8222604611287,-3102.0,1742.0,2600.0,3227.0,3752.0,4238.0,4727.0,5282.199999999997,5904.0,6805.0,14105.0,374.31026548672565,681.6333759379414,-32767.0,272.0,304.0,329.0,345.0,365.0,382.0,402.0,426.0,459.0,32767.0
15795,-25.09228,0.4227401327173264,4056.2613569321534,2035.4319577240633,-3604.0,1492.0,2377.0,2996.0,3558.0,4047.0,4553.0,5095.0,5726.0,6660.0,14505.0,375.34961651917405,631.2329325323752,-17465.0,272.0,304.0,329.0,345.0,365.0,382.0,402.0,426.0,459.0,32767.0
15795,-25.09431,0.4948406857765081,4791.544601769911,1974.12073293091,-2552.0,2288.0,3158.0,3773.0,4278.0,4775.0,5269.0,5807.0,6421.0,7287.0,13474.0,378.9994690265487,671.7402429816275,-32767.0,276.0,308.0,329.0,349.0,369.0,386.0,406.0,426.0,463.0,32767.0
15795,-25.09123,0.5694856893732468,4547.394529411765,1993.1635334296084,-2876.0,2026.0,2891.0,3504.7999999999993,4039.0,4545.0,5042.0,5576.0,6195.0,7064.0,14724.0,369.7019411764706,709.4727189853511,-32767.0,268.0,300.0,325.0,341.0,361.0,378.0,398.0,422.0,455.0,32767.0
